id_cliente,Churn,Genero,Idoso,Parceiro,Dependentes,Tempo de serviço,Telefone,Multiplas linhas,Servico de internet,Seguranca online,Backup,Protecao de dispositivo,Suporte tecnico,Streaming TV,Streaming Filmes,Contrato,Faturamento,Metodo de pagamento,valor_mensal,valor_total,Contas_Diarias
2371KFUOG,0,Masculino,Não,0,0,58,1,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer automatic,99.15,5720.95,3.305
2372HWUHI,1,Masculino,Não,0,0,2,1,No,DSL,No,No,No,No,No,No,Monthtomonth,No,Electronic check,44.35,81.25,1.4783333333333333
2373NTKOD,0,Masculino,Não,0,0,8,1,No,DSL,No,No,No,No,Yes,Yes,Monthtomonth,Yes,Electronic check,66.25,546.45,2.2083333333333335
2378HTWFW,0,Masculino,Sim,0,0,35,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Monthtomonth,No,Credit card automatic,91.0,3180.5,3.033333333333333
2378VTKDH,0,Masculino,Sim,1,0,65,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Monthtomonth,Yes,Electronic check,104.35,6578.55,3.478333333333333
2378YIZKA,0,Feminino,Não,1,1,68,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card automatic,85.0,5607.75,2.8333333333333335
2379ENZGV,1,Masculino,Não,0,0,6,1,No,Fiber optic,No,Yes,No,No,Yes,No,Monthtomonth,Yes,Electronic check,84.85,523.5,2.828333333333333
2379GYFLQ,0,Masculino,Não,0,0,46,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card automatic,94.9,4422.95,3.1633333333333336
2380DAMQP,0,Feminino,Não,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,115.15,8349.7,3.8383333333333334
2382BCKQJ,1,Feminino,Não,0,1,62,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,6413.65,3.3383333333333334
2384OVPSA,0,Feminino,Sim,0,0,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,735.9,0.6733333333333333
2386LAHRK,1,Masculino,Não,0,0,1,1,No,DSL,No,No,No,No,Yes,No,Monthtomonth,Yes,Mailed check,53.5,53.5,1.7833333333333334
2386OWURY,0,Feminino,Não,0,0,58,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Monthtomonth,Yes,Electronic check,95.3,5817.7,3.1766666666666667
2387KDZQY,0,Masculino,Não,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.1,279.5,0.67
2388LAESQ,0,Feminino,Sim,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer automatic,114.85,8317.95,3.828333333333333
2391IPLOP,0,Masculino,Não,1,1,50,1,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,69.65,3442.15,2.3216666666666668
2391SOORI,1,Masculino,Não,0,1,4,1,No,DSL,Yes,No,No,No,No,No,Monthtomonth,No,Electronic check,49.35,219.65,1.645
2393DIVAI,0,Feminino,Não,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,Yes,Mailed check,20.0,61.7,0.6666666666666666
2397BRLOM,1,Masculino,Sim,1,1,8,1,No,Fiber optic,No,No,No,No,Yes,No,Monthtomonth,Yes,Credit card automatic,80.45,583.45,2.6816666666666666
2398YPMUR,1,Feminino,Sim,1,0,13,1,No,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Electronic check,70.15,916.75,2.3383333333333334
2400FEQME,0,Masculino,Não,1,1,55,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,1177.95,0.6833333333333333
2400XIWIO,0,Feminino,Não,1,0,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.1,6310.9,3.003333333333333
2402TAIRZ,0,Feminino,Não,0,0,37,1,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,80.05,3019.1,2.6683333333333334
2403BCASL,1,Masculino,Sim,1,1,41,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.95,4534.9,3.731666666666667
2404JIBFC,0,Feminino,Não,1,1,55,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer automatic,85.1,4657.95,2.8366666666666664
2405LBMUW,0,Feminino,Não,1,1,61,0,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer automatic,50.7,3088.75,1.6900000000000002
2408PSJVE,0,Masculino,Não,1,1,44,1,No,DSL,No,Yes,Yes,Yes,No,No,Monthtomonth,Yes,Mailed check,61.9,2924.05,2.0633333333333335
2408TZMJL,1,Masculino,Não,1,0,59,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.15,6448.05,3.671666666666667
2408WITXK,1,Feminino,Sim,0,0,10,0,No phone service,DSL,No,No,No,No,No,Yes,Monthtomonth,Yes,Electronic check,34.7,329.8,1.1566666666666667
2410CIYFZ,0,Masculino,Não,0,1,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Mailed check,20.4,42.9,0.6799999999999999
2418TPEUN,0,Feminino,Não,1,1,56,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card automatic,19.8,1119.9,0.66
2419FSORS,0,Masculino,Não,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.4,7719.5,3.6133333333333337
2424WVHPL,0,Masculino,Sim,0,0,1,1,No,Fiber optic,No,No,No,Yes,No,No,Monthtomonth,No,Electronic check,74.7,74.7,2.49
2428HYUNX,0,Masculino,Sim,1,0,44,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card automatic,19.35,847.25,0.645
2428ZMCTB,0,Masculino,Não,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Credit card automatic,19.75,208.25,0.6583333333333333
2429AYKKO,0,Masculino,Não,0,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer automatic,19.85,1434.1,0.6616666666666667
2430RRYUW,0,Masculino,Não,0,0,66,1,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,54.8,3465.7,1.8266666666666667
2430USGXP,1,Masculino,Não,1,0,24,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Electronic check,101.05,2391.8,3.368333333333333
2432TFSMK,0,Masculino,Não,0,0,18,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card automatic,89.6,1633.0,2.9866666666666664
2433KMEAS,1,Masculino,Não,0,0,22,1,Yes,DSL,Yes,No,No,No,No,No,Monthtomonth,Yes,Electronic check,54.45,1127.35,1.8150000000000002
2434EEVDB,0,Feminino,Não,1,0,64,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card automatic,94.6,5948.7,3.1533333333333333
2436QBZFP,0,Feminino,Não,1,1,22,0,No phone service,DSL,No,Yes,No,No,Yes,No,Monthtomonth,No,Electronic check,39.2,849.9,1.3066666666666669
2439LYPMQ,0,Masculino,Sim,1,0,38,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Monthtomonth,Yes,Electronic check,102.6,4009.2,3.42
2439QKJUL,0,Masculino,Não,0,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Mailed check,20.25,109.8,0.675
2446BEGGB,1,Feminino,Sim,0,0,6,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Monthtomonth,Yes,Electronic check,98.25,560.6,3.275
2446PLQVO,1,Masculino,Não,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Electronic check,70.3,70.3,2.3433333333333333
2446ZKVAF,0,Masculino,Não,1,0,18,1,Yes,DSL,No,Yes,No,No,No,No,Monthtomonth,No,Credit card automatic,56.8,1074.65,1.8933333333333333
2450ZKEED,0,Feminino,Não,0,0,11,1,No,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer automatic,53.8,651.55,1.7933333333333332
2451YMUXS,0,Masculino,Sim,0,0,67,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer automatic,64.55,4250.1,2.1516666666666664
2452KDRRH,0,Masculino,Sim,0,0,67,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Credit card automatic,101.4,6841.05,3.3800000000000003
2452MRMZF,0,Feminino,Sim,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card automatic,25.7,1937.4,0.8566666666666667
2452SNHFZ,0,Feminino,Não,0,0,47,1,No,Fiber optic,Yes,No,No,No,No,No,Monthtomonth,No,Credit card automatic,75.45,3545.1,2.515
2453SAFNS,0,Feminino,Sim,0,0,54,1,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,72.1,3886.05,2.4033333333333333
2454RPBRZ,1,Feminino,Sim,1,0,12,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Monthtomonth,Yes,Electronic check,98.1,1060.2,3.27
2455USLMV,0,Feminino,Não,0,0,31,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Monthtomonth,Yes,Credit card automatic,84.75,2613.4,2.825
2458EOMRE,0,Feminino,Não,0,0,11,1,No,DSL,Yes,No,Yes,No,No,Yes,Monthtomonth,No,Bank transfer automatic,64.05,733.95,2.135
2460FPSYH,1,Feminino,Sim,0,0,40,0,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Monthtomonth,Yes,Electronic check,55.8,2109.35,1.8599999999999999
2460NGXBJ,0,Masculino,Sim,1,1,11,1,Yes,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Credit card automatic,75.2,775.3,2.506666666666667
2462XIIJB,1,Masculino,Não,0,0,5,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Monthtomonth,Yes,Electronic check,92.5,452.7,3.0833333333333335
2465BLLEU,0,Masculino,Não,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,Yes,Mailed check,19.75,19.75,0.6583333333333333
2466FCCPT,0,Feminino,Não,1,1,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer automatic,19.7,395.6,0.6566666666666666
2466NEJOJ,0,Masculino,Não,1,1,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Credit card automatic,19.65,169.75,0.6549999999999999
2468SJFLM,0,Masculino,Não,0,0,1,1,No,Fiber optic,No,No,No,Yes,No,No,Monthtomonth,Yes,Mailed check,74.3,74.3,2.4766666666666666
2469DTSGX,0,Feminino,Sim,0,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,111.65,7943.45,3.7216666666666667
2472OVKUP,1,Masculino,Não,1,0,6,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Monthtomonth,Yes,Electronic check,91.0,531.0,3.033333333333333
2474BRUCM,1,Masculino,Sim,1,0,40,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Monthtomonth,No,Electronic check,101.85,4086.3,3.395
2474LCNUE,0,Feminino,Não,1,0,23,1,Yes,DSL,No,No,No,Yes,Yes,Yes,Monthtomonth,Yes,Credit card automatic,73.65,1642.75,2.455
2475MROZF,0,Masculino,Não,0,0,30,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Monthtomonth,Yes,Credit card automatic,95.0,2852.4,3.1666666666666665
2476YGEFM,0,Feminino,Não,0,0,29,1,Yes,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Credit card automatic,76.0,2215.25,2.533333333333333
2478EEWWM,0,Masculino,Não,1,0,59,0,No phone service,DSL,No,No,No,No,Yes,Yes,Monthtomonth,Yes,Electronic check,44.3,2666.75,1.4766666666666666
2479BRAMR,1,Masculino,Sim,1,0,41,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Monthtomonth,Yes,Bank transfer automatic,83.75,3273.55,2.7916666666666665
2480EJWYP,0,Feminino,Sim,1,0,58,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer automatic,97.8,5458.8,3.26
2480JZOSN,0,Feminino,Não,1,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,Yes,Mailed check,20.65,20.65,0.6883333333333332
2480SQIOB,0,Masculino,Não,1,1,4,1,No,DSL,No,No,No,No,No,No,Monthtomonth,No,Electronic check,44.8,169.65,1.4933333333333332
2481SBOYW,0,Feminino,Não,0,1,61,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card automatic,25.0,1498.35,0.8333333333333334
2482CZGBB,1,Masculino,Não,0,0,10,1,No,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Electronic check,70.0,740.0,2.3333333333333335
2483XSSMZ,0,Feminino,Não,0,0,39,1,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,47.85,1886.4,1.595
2484DGXPZ,1,Feminino,Não,1,1,31,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,Yes,Mailed check,19.55,658.95,0.6516666666666667
2485ITVKB,1,Feminino,Não,1,0,2,0,No phone service,DSL,No,No,No,No,No,Yes,Monthtomonth,Yes,Electronic check,35.1,68.75,1.1700000000000002
2486WYVVE,0,Masculino,Não,1,0,31,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,79.3,2484.0,2.643333333333333
2495INZWQ,1,Masculino,Não,0,0,4,0,No phone service,DSL,No,No,No,No,Yes,Yes,Monthtomonth,Yes,Electronic check,44.55,174.3,1.4849999999999999
2495KZNFB,0,Feminino,Não,0,0,33,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Monthtomonth,Yes,Electronic check,90.65,2989.6,3.021666666666667
2495TTHBQ,0,Feminino,Não,0,1,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.4,84.75,0.6799999999999999
2498XLDZR,0,Feminino,Não,1,1,32,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,73.6,2316.85,2.453333333333333
2499AJYUA,0,Feminino,Sim,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card automatic,110.8,7882.25,3.6933333333333334
2501XWWTZ,0,Masculino,Não,0,0,11,1,No,Fiber optic,No,No,No,No,No,No,Monthtomonth,No,Electronic check,70.2,760.05,2.3400000000000003
2504DSHIH,0,Masculino,Sim,1,0,23,1,Yes,Fiber optic,No,No,No,No,No,Yes,Monthtomonth,No,Electronic check,86.8,1975.85,2.893333333333333
2506CLAKW,1,Feminino,Não,0,0,6,1,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Monthtomonth,Yes,Bank transfer automatic,98.15,567.45,3.271666666666667
2506TNFCO,1,Feminino,Sim,1,0,1,1,No,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Electronic check,69.55,69.55,2.3183333333333334
2507QZPQS,0,Masculino,Não,0,0,15,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Monthtomonth,No,Electronic check,95.7,1451.1,3.19
2509TFPJU,0,Masculino,Não,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card automatic,25.75,1864.2,0.8583333333333333
2511ALLCS,0,Feminino,Não,1,1,35,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer automatic,24.3,821.6,0.81
2511MORQY,0,Masculino,Não,1,1,50,1,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer automatic,54.9,2614.1,1.8299999999999998
2514GINMM,1,Masculino,Não,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Monthtomonth,Yes,Electronic check,79.5,79.5,2.65
2516VQRRV,1,Feminino,Sim,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Mailed check,75.45,158.4,2.515
2516XSJKX,0,Feminino,Não,1,1,41,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,78.45,3126.45,2.615
2519ERQOJ,0,Masculino,Sim,0,0,33,0,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Monthtomonth,Yes,Electronic check,54.6,1803.7,1.82
2519FAKOD,1,Masculino,Não,0,1,38,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Bank transfer automatic,99.25,3777.15,3.308333333333333
2519LBNQL,0,Masculino,Sim,1,0,60,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.35,6339.45,3.478333333333333
2519TWKFS,0,Masculino,Não,1,1,25,1,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,55.1,1466.1,1.8366666666666667
2520SGTTA,0,Feminino,Não,1,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,0.0,0.6666666666666666
2521NPUZR,0,Masculino,Não,1,0,70,1,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card automatic,101.0,7085.5,3.3666666666666667
2522AHJXR,0,Masculino,Não,1,0,60,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Monthtomonth,Yes,Bank transfer automatic,109.45,6572.85,3.6483333333333334
2522WLNSF,0,Feminino,Sim,1,0,34,1,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer automatic,64.2,2106.3,2.14
2523EWWZL,0,Feminino,Não,1,0,27,1,No,Fiber optic,No,Yes,No,No,No,No,Monthtomonth,Yes,Electronic check,76.1,2093.4,2.5366666666666666
2525GVKQU,0,Feminino,Não,0,0,60,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,1093.0,0.6866666666666668
2528HFYZX,1,Masculino,Sim,1,0,17,1,No,Fiber optic,No,Yes,No,No,No,No,Monthtomonth,Yes,Electronic check,76.45,1233.4,2.5483333333333333
2530ENDWQ,1,Feminino,Não,1,0,71,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer automatic,93.7,6585.35,3.1233333333333335
2530FMFXO,0,Masculino,Não,1,1,56,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,103.2,5873.75,3.44
2533QVMSK,1,Masculino,Não,1,0,61,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,94.1,5638.3,3.1366666666666663
2533TIBIX,0,Masculino,Não,1,1,15,0,No phone service,DSL,Yes,No,No,No,No,No,Monthtomonth,Yes,Bank transfer automatic,30.2,469.65,1.0066666666666666
2535PBCGC,0,Feminino,Não,1,0,70,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer automatic,64.55,4504.9,2.1516666666666664
2538OIMXF,0,Feminino,Não,0,1,1,0,No phone service,DSL,No,No,No,No,No,No,Monthtomonth,No,Mailed check,24.7,24.7,0.8233333333333334
2541YGPKE,0,Masculino,Não,1,1,42,1,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Credit card automatic,63.7,2763.35,2.1233333333333335
2542HYGIQ,0,Feminino,Não,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Credit card automatic,19.95,19.95,0.6649999999999999
2545EBUPK,0,Feminino,Sim,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,Yes,Monthtomonth,Yes,Electronic check,84.05,186.05,2.8016666666666667
2545LXYVJ,0,Masculino,Não,1,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer automatic,20.7,1492.1,0.69
2546KZAAT,0,Masculino,Não,1,0,52,1,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,75.4,3865.45,2.5133333333333336
2550AEVRU,0,Feminino,Não,1,1,57,1,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,53.45,3053.0,1.7816666666666667
2550QHZGP,0,Masculino,Não,0,0,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,128.6,0.65
2558BUOZZ,0,Masculino,Não,0,0,47,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer automatic,94.8,4535.85,3.1599999999999997
2560PPCHE,0,Feminino,Não,0,0,65,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer automatic,105.05,6744.25,3.5016666666666665
2560QTSBS,0,Feminino,Não,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer automatic,23.3,1623.15,0.7766666666666667
2560WBWXF,0,Masculino,Não,0,0,68,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer automatic,24.15,1498.85,0.8049999999999999
2565JSLRY,1,Masculino,Não,0,0,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,Yes,Mailed check,24.05,24.05,0.8016666666666666
2568BRGYX,1,Masculino,Não,0,0,4,1,No,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Electronic check,70.2,237.95,2.3400000000000003
2568OIADY,1,Feminino,Não,1,0,37,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Electronic check,99.5,3762.0,3.316666666666667
2569WGERO,0,Feminino,Não,0,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer automatic,21.15,1419.4,0.705
2573GYRUU,0,Masculino,Sim,1,0,48,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Monthtomonth,Yes,Credit card automatic,91.05,4370.75,3.0349999999999997
2575GFSOE,1,Feminino,Não,1,1,7,1,No,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Electronic check,69.0,506.9,2.3
2576HXMPA,0,Feminino,Não,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Credit card automatic,19.55,19.55,0.6516666666666667
2577GVSIL,0,Masculino,Não,1,1,35,1,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer automatic,73.45,2661.1,2.4483333333333333
2578JQPHZ,0,Masculino,Não,0,0,44,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer automatic,100.1,4378.35,3.3366666666666664
2580ASVVY,0,Feminino,Não,1,0,37,0,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,45.4,1593.1,1.5133333333333332
2580ATZSQ,0,Feminino,Não,1,1,65,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer automatic,61.35,3874.1,2.045
2581VKIRT,0,Feminino,Não,1,1,59,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,65.5,3801.3,2.183333333333333
2582FFFZR,0,Feminino,Não,0,0,22,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Electronic check,50.6,1073.3,1.6866666666666668
2585KTFRE,0,Masculino,Não,0,1,1,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Monthtomonth,Yes,Bank transfer automatic,70.45,70.45,2.3483333333333336
2586CWXVV,0,Masculino,Não,1,0,54,0,No phone service,DSL,No,Yes,No,No,No,No,Monthtomonth,No,Electronic check,30.4,1621.35,1.0133333333333332
2587EKXTS,0,Masculino,Não,0,0,44,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Monthtomonth,Yes,Electronic check,111.5,4915.15,3.716666666666667
2587YNLES,0,Feminino,Não,1,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,100.35,0.67
2589AYCRP,0,Feminino,Não,0,0,50,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer automatic,19.75,989.05,0.6583333333333333
2592HODOV,0,Masculino,Não,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card automatic,19.3,259.65,0.6433333333333333
2592SEIFQ,1,Masculino,Não,0,0,3,0,No phone service,DSL,No,No,No,No,No,No,Monthtomonth,No,Electronic check,24.75,66.95,0.825
2592YKDIF,0,Feminino,Não,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Mailed check,20.35,20.35,0.6783333333333333
2595KIWPV,0,Masculino,Não,0,1,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card automatic,19.7,509.3,0.6566666666666666
2599CIPQE,0,Masculino,Não,1,1,71,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card automatic,109.3,7782.85,3.643333333333333
2599CZABP,0,Masculino,Não,1,0,14,1,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,44.6,641.25,1.4866666666666668
2603HVKCG,0,Masculino,Não,0,0,31,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Monthtomonth,Yes,Electronic check,101.4,3143.65,3.3800000000000003
2604IJPDU,0,Feminino,Não,1,0,20,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Monthtomonth,Yes,Electronic check,96.55,1901.65,3.2183333333333333
2604XVDAM,0,Feminino,Não,0,0,12,1,No,DSL,No,No,No,No,No,No,Monthtomonth,No,Bank transfer automatic,43.8,540.95,1.46
2606PKWJB,0,Masculino,Não,0,1,40,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,40.25,1564.05,1.3416666666666666
2606RMDHZ,1,Masculino,Não,0,0,6,0,No phone service,DSL,No,Yes,No,No,No,No,Monthtomonth,Yes,Credit card automatic,30.5,208.7,1.0166666666666666
2607DHDAK,0,Masculino,Não,1,1,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card automatic,19.8,1414.65,0.66
2607FBDFF,0,Masculino,Não,0,0,1,1,No,DSL,No,No,No,Yes,No,No,Monthtomonth,No,Credit card automatic,49.0,49.0,1.6333333333333333
2608BHKFN,1,Feminino,Não,0,0,4,1,No,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Credit card automatic,70.05,266.9,2.335
2609IAICY,1,Feminino,Não,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Electronic check,77.15,77.15,2.5716666666666668
2612PHGOX,0,Masculino,Não,1,0,64,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer automatic,76.1,4818.8,2.5366666666666666
2612RANWT,1,Feminino,Não,0,0,12,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Bank transfer automatic,100.15,1164.3,3.3383333333333334
