id_cliente,Churn,Genero,Idoso,Parceiro,Dependentes,Tempo de serviço,Telefone,Multiplas linhas,Servico de internet,Seguranca online,Backup,Protecao de dispositivo,Suporte tecnico,Streaming TV,Streaming Filmes,Contrato,Faturamento,Metodo de pagamento,valor_mensal,valor_total,Contas_Diarias
0769WXZYU,,Masculino,Não,0,0,34,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer automatic,26.1,980.35,0.87
0771CHWSK,,Masculino,Não,0,0,66,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card automatic,74.6,4798.4,2.4866666666666664
0771WLCLA,,Feminino,Não,1,1,16,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Monthtomonth,Yes,Electronic check,112.95,1882.55,3.765
0772GYEQQ,,Masculino,Não,0,0,3,1,No,Fiber optic,No,No,Yes,Yes,Yes,No,Monthtomonth,Yes,Mailed check,88.35,262.05,2.945
0774IFUVM,,Masculino,Não,1,1,11,1,Yes,DSL,Yes,No,No,No,Yes,No,Monthtomonth,Yes,Bank transfer automatic,65.15,723.35,2.171666666666667
0774RMNUW,,Feminino,Não,1,1,71,0,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer automatic,59.7,4122.65,1.99
0778NELLA,,Masculino,Não,0,0,9,0,No phone service,DSL,No,No,No,No,Yes,No,Monthtomonth,Yes,Credit card automatic,34.7,296.1,1.1566666666666667
0780XNZFN,,Masculino,Não,0,0,57,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer automatic,20.65,1125.6,0.6883333333333332
0781LKXBR,,Masculino,Sim,0,0,9,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Electronic check,100.5,918.6,3.35
0784GTUUK,,Masculino,Não,1,0,62,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card automatic,23.75,1446.8,0.7916666666666666
0784ZQJZX,,Masculino,Não,0,1,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card automatic,19.9,1529.65,0.6633333333333333
0786IVLAW,,Feminino,Sim,0,0,66,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer automatic,108.1,7238.6,3.603333333333333
0786VSSUD,,Masculino,Sim,0,0,16,0,No phone service,DSL,No,Yes,No,No,Yes,No,Monthtomonth,Yes,Mailed check,39.0,679.85,1.3
0787LHDYT,,Masculino,Não,0,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,Yes,Credit card automatic,20.6,330.25,0.6866666666666668
0788DXBFY,,Masculino,Não,1,1,58,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.55,1108.8,0.6516666666666667
0793TWELN,,Feminino,Não,0,0,4,1,Yes,Fiber optic,Yes,No,No,No,No,No,Monthtomonth,Yes,Electronic check,80.15,319.85,2.671666666666667
0794YVSGE,,Masculino,Não,1,1,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer automatic,20.3,1401.15,0.6766666666666666
0795GMVQO,,Masculino,Não,1,0,67,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card automatic,109.9,7332.4,3.6633333333333336
0795LAFGP,,Masculino,Não,1,1,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.4,6668.05,3.0133333333333336
0795XCCTE,,Masculino,Sim,0,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer automatic,25.4,1809.35,0.8466666666666666
0799DDIHE,,Feminino,Não,1,1,15,1,No,DSL,No,No,No,No,No,No,Monthtomonth,No,Electronic check,46.3,639.45,1.5433333333333332
0804XBFBV,,Feminino,Não,0,1,11,0,No phone service,DSL,No,No,No,No,No,No,Monthtomonth,No,Electronic check,25.2,321.05,0.84
0804YGEQV,,Feminino,Não,1,1,43,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer automatic,24.45,993.15,0.815
0807ZABDG,,Feminino,Não,0,1,3,1,No,DSL,Yes,No,No,Yes,No,No,Monthtomonth,Yes,Mailed check,55.1,154.65,1.8366666666666667
0810BDHAW,,Feminino,Não,1,1,24,1,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,78.4,1832.4,2.6133333333333337
0810DHDBD,,Feminino,Não,0,0,52,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card automatic,74.0,3877.65,2.466666666666667
0811GSDTP,,Feminino,Não,0,1,13,0,No phone service,DSL,No,Yes,No,No,No,No,Monthtomonth,No,Electronic check,30.15,382.2,1.005
0812WUPTB,,Masculino,Sim,1,0,1,1,No,Fiber optic,No,No,No,No,No,No,Monthtomonth,No,Mailed check,70.85,70.85,2.3616666666666664
0813TAXXS,,Masculino,Não,0,0,55,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer automatic,77.8,4323.35,2.5933333333333333
0815MFZGM,,Feminino,Não,1,0,42,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card automatic,99.0,4135.0,3.3
0816TSPHQ,,Masculino,Não,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Mailed check,20.75,44.2,0.6916666666666667
0817HSUSE,,Masculino,Não,0,0,1,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Monthtomonth,Yes,Electronic check,75.5,75.5,2.5166666666666666
0818OCPZO,,Masculino,Sim,0,0,27,1,Yes,Fiber optic,No,Yes,No,No,No,No,Monthtomonth,Yes,Electronic check,81.45,2122.05,2.7150000000000003
0820FNRNX,,Masculino,Não,1,1,17,1,Yes,DSL,No,Yes,Yes,Yes,No,No,Monthtomonth,Yes,Mailed check,66.7,1077.05,2.2233333333333336
0822GAVAP,,Feminino,Não,0,0,2,0,No phone service,DSL,No,No,No,No,No,Yes,Monthtomonth,Yes,Electronic check,34.7,62.25,1.1566666666666667
0822QGCXA,,Feminino,Sim,1,0,27,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Monthtomonth,No,Electronic check,83.85,2310.2,2.795
0823HSCDJ,,Masculino,Sim,0,0,52,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Monthtomonth,Yes,Electronic check,49.15,2550.9,1.6383333333333332
0824VWDPO,,Feminino,Não,0,0,45,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer automatic,96.75,4442.75,3.225
0825CPPQH,,Feminino,Não,1,0,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card automatic,19.1,1372.45,0.6366666666666667
0827ITJPH,,Masculino,Não,0,0,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card automatic,18.55,689.0,0.6183333333333334
0829DDVLK,,Feminino,Não,0,0,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card automatic,20.1,302.45,0.67
0829XXPLX,,Feminino,Não,0,0,20,1,No,Fiber optic,Yes,No,Yes,No,Yes,No,Monthtomonth,Yes,Bank transfer automatic,89.4,1871.15,2.98
0831JNISG,,Masculino,Não,1,1,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.8,1396.25,0.66
0835DUUIQ,,Feminino,Não,0,1,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer automatic,21.05,531.55,0.7016666666666667
0835JKADZ,,Feminino,Não,0,0,71,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.25,7984.15,3.7083333333333335
0836SEYLU,,Masculino,Não,1,0,9,0,No phone service,DSL,No,No,No,Yes,Yes,No,Monthtomonth,No,Mailed check,40.65,328.95,1.355
0839JTCUD,,Feminino,Não,1,1,66,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card automatic,89.9,5958.85,2.996666666666667
0839QNXME,,Feminino,Não,0,0,30,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card automatic,19.4,578.5,0.6466666666666666
0840DCNZE,,Masculino,Não,0,0,47,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer automatic,86.95,4138.9,2.8983333333333334
0840DFEZH,,Feminino,Não,0,0,7,1,Yes,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Electronic check,75.35,564.65,2.5116666666666663
0840JCCUW,,Feminino,Não,1,0,2,1,No,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Electronic check,45.0,89.75,1.5
0841NULXI,,Masculino,Não,0,0,1,0,No phone service,DSL,No,No,No,No,No,Yes,Monthtomonth,Yes,Electronic check,35.55,35.55,1.1849999999999998
0842IWYCP,,Feminino,Não,0,0,46,1,No,DSL,No,No,No,No,No,No,Monthtomonth,No,Bank transfer automatic,44.95,2168.9,1.4983333333333335
0843WTBXE,,Masculino,Não,0,0,53,1,Yes,Fiber optic,No,No,No,No,Yes,No,Monthtomonth,No,Bank transfer automatic,85.45,4517.25,2.8483333333333336
0847HGRML,,Masculino,Não,0,1,62,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer automatic,20.0,1250.1,0.6666666666666666
0848SOMKO,,Masculino,Não,0,0,70,0,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer automatic,48.4,3442.8,1.6133333333333333
0848ZGQIJ,,Feminino,Não,1,0,16,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Monthtomonth,Yes,Bank transfer automatic,94.65,1461.15,3.1550000000000002
0851DFJKB,,Feminino,Não,0,0,15,1,No,DSL,Yes,No,Yes,Yes,No,No,Monthtomonth,No,Electronic check,58.95,955.15,1.965
0853NWIFK,,Feminino,Não,0,0,45,1,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,100.3,4483.95,3.3433333333333333
0853TWRVK,,Masculino,Não,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer automatic,105.6,7581.5,3.52
0854UYHZD,,Feminino,Não,1,1,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,265.3,0.6516666666666667
0856NAOES,,Masculino,Não,0,0,6,1,No,DSL,No,No,Yes,No,Yes,No,Monthtomonth,No,Mailed check,60.9,414.1,2.03
0859YGKFW,,Masculino,Não,1,1,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer automatic,20.05,345.9,0.6683333333333333
0862PRCBS,,Feminino,Não,1,1,68,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card automatic,103.75,7039.45,3.4583333333333335
0864FVJNJ,,Feminino,Não,1,1,64,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,113.35,7222.75,3.7783333333333333
0866QLSIR,,Feminino,Não,0,0,34,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,64.4,2088.75,2.146666666666667
0867LDTTC,,Masculino,Não,0,0,5,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Monthtomonth,No,Bank transfer automatic,75.15,392.65,2.5050000000000003
0867MKZVY,,Feminino,Não,1,0,20,1,Yes,Fiber optic,Yes,No,No,No,No,No,Monthtomonth,No,Electronic check,82.4,1592.35,2.746666666666667
0868VJRDR,,Masculino,Não,1,0,64,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card automatic,104.05,6605.55,3.4683333333333333
0869PAPRP,,Feminino,Sim,1,0,26,1,No,Fiber optic,No,No,Yes,No,Yes,No,Monthtomonth,Yes,Credit card automatic,85.7,2067.0,2.856666666666667
0870VEMYL,,Feminino,Não,0,0,5,1,No,DSL,Yes,No,No,Yes,No,No,Monthtomonth,No,Credit card automatic,53.85,259.8,1.7950000000000002
0871OPBXW,,Feminino,Não,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,Yes,Mailed check,20.05,39.25,0.6683333333333333
0871URUWO,,Masculino,Não,1,0,13,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Credit card automatic,102.25,1359.0,3.408333333333333
0872CASZJ,,Masculino,Não,1,0,59,1,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,69.1,4096.9,2.3033333333333332
0872JCPIB,,Masculino,Não,0,0,17,1,Yes,DSL,Yes,No,No,No,No,Yes,Monthtomonth,No,Bank transfer automatic,65.75,1111.2,2.191666666666667
0872NXJYS,,Feminino,Não,0,0,9,1,No,Fiber optic,No,No,No,No,No,Yes,Monthtomonth,Yes,Electronic check,79.55,723.4,2.6516666666666664
0875CABNR,,Feminino,Sim,0,0,10,1,No,Fiber optic,No,No,Yes,No,No,Yes,Monthtomonth,Yes,Credit card automatic,84.6,865.55,2.82
0876WDUUZ,,Feminino,Não,0,0,5,1,No,Fiber optic,No,No,No,Yes,No,Yes,Monthtomonth,Yes,Credit card automatic,85.4,425.9,2.8466666666666667
0877SDMBN,,Feminino,Não,0,0,54,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer automatic,103.95,5639.05,3.4650000000000003
0880FVFWF,,Masculino,Não,0,0,56,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Monthtomonth,Yes,Electronic check,86.4,4922.4,2.8800000000000003
0880TKATG,,Masculino,Não,1,1,4,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthtomonth,No,Electronic check,101.15,385.9,3.371666666666667
0883EIBTI,,Feminino,Não,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Mailed check,19.5,31.55,0.65
0885HMGPY,,Masculino,Não,0,0,62,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer automatic,69.4,4237.5,2.3133333333333335
0886QGENL,,Feminino,Sim,1,0,27,1,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Electronic check,101.25,2754.45,3.375
0887HJGAR,,Masculino,Não,0,0,1,1,No,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Mailed check,45.7,45.7,1.5233333333333334
0887WBJVH,,Feminino,Não,1,0,53,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,93.45,4872.2,3.115
0895DQHEW,,Masculino,Não,1,0,54,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Monthtomonth,Yes,Electronic check,104.3,5278.15,3.4766666666666666
0895LMRSF,,Masculino,Não,0,0,23,1,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer automatic,64.9,1509.8,2.1633333333333336
0895LNKRC,,Masculino,Não,1,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.45,113.5,0.6483333333333333
0895UADGO,,Masculino,Não,0,1,8,0,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,44.55,343.45,1.4849999999999999
0897FEGMU,,Feminino,Não,1,0,11,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Electronic check,99.5,1056.95,3.316666666666667
0898XCGTF,,Masculino,Não,1,0,61,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer automatic,96.5,5673.7,3.216666666666667
0899LIIBW,,Masculino,Não,1,0,34,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthtomonth,No,Electronic check,100.85,3527.3,3.3616666666666664
0899WZRSD,,Masculino,Não,0,0,56,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Monthtomonth,Yes,Mailed check,105.35,5794.45,3.5116666666666663
0902RFHOF,,Masculino,Não,0,0,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,730.1,0.67
0902XKXPN,,Masculino,Não,1,1,69,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer automatic,20.2,1376.5,0.6733333333333333
0906QVPMS,,Masculino,Não,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer automatic,115.15,8349.45,3.8383333333333334
0907HQNTS,,Feminino,Sim,1,0,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card automatic,113.0,7987.6,3.7666666666666666
0909SDHNU,,Feminino,Não,0,1,7,0,No phone service,DSL,Yes,No,No,No,No,No,Monthtomonth,No,Mailed check,29.8,201.95,0.9933333333333334
0909SELIE,,Masculino,Não,1,0,61,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer automatic,80.8,4860.85,2.6933333333333334
0910AJOHQ,,Feminino,Não,0,0,64,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer automatic,115.1,7334.05,3.8366666666666664
0913XWSCN,,Masculino,Não,1,1,55,1,Yes,Fiber optic,No,No,No,No,No,Yes,Monthtomonth,No,Bank transfer automatic,85.5,4713.4,2.85
0916KNFAJ,,Masculino,Não,1,0,61,1,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,69.9,4226.7,2.33
0916QOFDP,,Feminino,Sim,1,1,14,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Monthtomonth,Yes,Electronic check,95.8,1346.3,3.1933333333333334
0917EZOLA,,Masculino,Sim,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer automatic,104.15,7689.95,3.4716666666666667
0921OHLVP,,Masculino,Não,0,0,22,1,Yes,Fiber optic,No,No,No,No,No,Yes,Monthtomonth,No,Electronic check,83.05,1799.3,2.768333333333333
0923PNFUB,,Feminino,Não,0,0,3,1,No,Fiber optic,No,Yes,No,No,Yes,No,Monthtomonth,No,Electronic check,83.75,247.25,2.7916666666666665
0924BJCRC,,Feminino,Sim,1,0,60,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Monthtomonth,No,Electronic check,89.45,5294.6,2.981666666666667
0925VYDLG,,Feminino,Não,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Monthtomonth,No,Electronic check,75.25,242.0,2.5083333333333333
0927CNGRH,,Masculino,Não,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Mailed check,19.55,19.55,0.6516666666666667
0927LCSMG,,Masculino,Não,0,0,7,1,No,Fiber optic,No,No,Yes,No,No,No,Monthtomonth,No,Mailed check,74.65,544.55,2.4883333333333337
0928JMXNP,,Masculino,Sim,1,0,4,0,No phone service,DSL,No,No,Yes,No,No,No,Monthtomonth,Yes,Electronic check,29.9,118.25,0.9966666666666666
0928XUTSN,,Feminino,Não,0,0,13,1,No,Fiber optic,No,No,No,No,No,Yes,Monthtomonth,Yes,Electronic check,80.5,1011.8,2.683333333333333
0929HYQEW,,Masculino,Não,0,0,3,1,No,DSL,Yes,No,No,No,No,No,Monthtomonth,Yes,Mailed check,50.15,160.85,1.6716666666666666
0929PECLO,,Feminino,Sim,0,0,63,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Monthtomonth,Yes,Bank transfer automatic,89.6,5538.8,2.9866666666666664
0930EHUZA,,Feminino,Não,0,0,36,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,76.35,2606.35,2.545
0931MHTEM,,Feminino,Não,0,0,54,1,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card automatic,100.05,5299.65,3.335
0932YIXYU,,Feminino,Não,0,0,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card automatic,20.25,1029.8,0.675
0936NQLJU,,Feminino,Não,1,0,41,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card automatic,20.65,875.55,0.6883333333333332
0939EREMR,,Feminino,Não,0,1,13,1,No,DSL,No,No,Yes,Yes,No,No,Monthtomonth,No,Mailed check,53.45,718.1,1.7816666666666667
0939YAPAF,,Feminino,Não,0,0,35,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Electronic check,100.25,3527.6,3.341666666666667
0940OUQEC,,Masculino,Não,0,0,10,1,Yes,Fiber optic,No,Yes,No,No,No,No,Monthtomonth,Yes,Bank transfer automatic,80.7,788.8,2.69
0942KOWSM,,Feminino,Não,1,1,30,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer automatic,80.8,2369.3,2.6933333333333334
0943ZQPXH,,Masculino,Não,1,1,44,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Bank transfer automatic,92.95,4122.9,3.0983333333333336
0945TSONX,,Feminino,Não,1,1,47,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card automatic,85.3,4107.25,2.8433333333333333
0946CLJTI,,Masculino,Sim,1,0,58,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Electronic check,98.7,5812.6,3.29
0946FKYTX,,Masculino,Não,0,0,52,0,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,30.1,1623.4,1.0033333333333334
0947IDHRQ,,Feminino,Não,0,0,7,1,No,Fiber optic,No,No,No,No,Yes,No,Monthtomonth,Yes,Mailed check,80.3,526.7,2.6766666666666667
0947MUGVO,,Masculino,Sim,1,0,20,1,No,Fiber optic,No,Yes,No,No,No,No,Monthtomonth,Yes,Electronic check,73.65,1463.5,2.455
0950TZGED,,Masculino,Não,0,0,56,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer automatic,25.95,1444.05,0.865
0952KMEEH,,Masculino,Não,0,0,13,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Monthtomonth,No,Mailed check,98.15,1230.25,3.271666666666667
0953LGOVU,,Masculino,Não,1,1,12,0,No phone service,DSL,No,Yes,No,Yes,No,No,Monthtomonth,No,Mailed check,35.5,432.25,1.1833333333333333
0956ACVZC,,Feminino,Não,0,0,54,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card automatic,94.1,5060.9,3.1366666666666663
0956SYCWG,,Feminino,Não,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,0.6549999999999999
0958YHXGP,,Feminino,Não,0,0,7,1,No,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Mailed check,69.9,497.3,2.33
0959WHOKV,,Masculino,Não,0,0,42,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99.0,4298.45,3.3
0960HUWBM,,Masculino,Não,1,1,65,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer automatic,104.1,6700.05,3.4699999999999998
0961ZWLVI,,Masculino,Não,0,1,49,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card automatic,109.2,5290.45,3.64
0962CQPWQ,,Feminino,Não,1,1,62,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer automatic,20.3,1296.15,0.6766666666666666
0963ZBDRN,,Masculino,Não,0,0,32,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Monthtomonth,Yes,Electronic check,96.2,3183.4,3.2066666666666666
0967BMLBD,,Feminino,Não,1,1,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.0,196.35,0.6666666666666666
0968FTNYZ,,Feminino,Não,0,1,13,1,No,DSL,Yes,Yes,No,No,No,No,Monthtomonth,Yes,Electronic check,56.0,764.55,1.8666666666666667
0968GSIKN,,Feminino,Não,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Monthtomonth,Yes,Mailed check,70.8,70.8,2.36
0969RGKCU,,Masculino,Não,1,1,37,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card automatic,19.8,677.05,0.66
0970ETWGE,,Masculino,Não,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,Yes,Monthtomonth,Yes,Electronic check,89.55,89.55,2.985
0970QXPXW,,Feminino,Não,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Monthtomonth,No,Mailed check,19.65,19.65,0.6549999999999999
0971QIFJK,,Feminino,Não,1,0,69,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer automatic,24.25,1641.8,0.8083333333333333
0973KYVNF,,Feminino,Não,1,1,72,1,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card automatic,70.65,5011.15,2.355
0975UYDTX,,Feminino,Não,1,0,26,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card automatic,90.1,2312.55,3.003333333333333
0975VOOVL,,Feminino,Não,0,0,3,0,No phone service,DSL,No,Yes,No,No,No,No,Monthtomonth,No,Mailed check,29.2,98.5,0.9733333333333333
0979MOZQI,,Masculino,Não,1,0,62,0,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer automatic,39.0,2337.45,1.3
0979PHULV,,Masculino,Não,1,1,69,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Monthtomonth,Yes,Credit card automatic,99.45,7007.6,3.315
0980FEXWF,,Masculino,Não,1,1,26,1,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,50.35,1285.8,1.6783333333333335
0980PVMRC,,Feminino,Não,1,1,40,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Monthtomonth,Yes,Electronic check,50.85,2036.55,1.695
0983TATYJ,,Feminino,Não,1,0,33,1,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,51.45,1758.9,1.715
0988AADSA,,Feminino,Não,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer automatic,80.85,5824.75,2.695
0988JRWWP,,Feminino,Não,0,0,3,1,No,DSL,No,No,No,No,Yes,No,Monthtomonth,Yes,Electronic check,54.2,140.4,1.8066666666666669
0991BRRFB,,Masculino,Não,0,0,18,1,No,DSL,Yes,No,No,No,No,No,Monthtomonth,No,Electronic check,49.4,874.8,1.6466666666666667
0993OSGPT,,Feminino,Sim,1,0,68,1,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer automatic,60.65,3975.9,2.0216666666666665
0997YTLNY,,Feminino,Não,0,1,19,1,No,DSL,No,No,No,Yes,No,No,Monthtomonth,No,Mailed check,48.8,953.65,1.6266666666666665
0999QXNSA,,Masculino,Sim,0,1,7,1,No,DSL,No,No,No,No,No,No,Monthtomonth,Yes,Mailed check,45.75,344.2,1.525
